algorithm,domain,problem,horizon,coverage,plan_length,total_time
main-fd-grounding+madagascar-horizon-7, driverlog, p11.pddl, 7, 1, NA, NA
main-fd-grounding+madagascar-horizon-7, driverlog, p12.pddl, 7, 0, NA, 1.62
main-fd-grounding+madagascar-horizon-7, driverlog, p13.pddl, 7, 0, NA, 1.92
main-fd-grounding+madagascar-horizon-7, driverlog, p14.pddl, 7, 0, NA, 1.93
main-fd-grounding+madagascar-horizon-7, driverlog, p15.pddl, 7, 0, NA, 4.24
main-fd-grounding+madagascar-horizon-7, driverlog, p16.pddl, 7, 0, NA, 10.01
main-fd-grounding+madagascar-horizon-7, driverlog, p17.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, driverlog, p18.pddl, 7, 0, NA, 23.94
main-fd-grounding+madagascar-horizon-7, driverlog, p19.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, driverlog, p20.pddl, 7, 0, NA, 70.4
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-4-0.pddl, 7, 1, 42, 0.68
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-4-1.pddl, 7, 1, 36, 0.7
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-4-2.pddl, 7, 1, 36, 0.61
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-5-0.pddl, 7, 1, 44, 0.83
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-5-1.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-5-2.pddl, 7, 1, 39, 0.75
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-6-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-6-1.pddl, 7, 1, 40, 0.74
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-6-2.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-6-9.pddl, 7, 1, 47, 0.71
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-7-0.pddl, 7, 1, 53, 0.8
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-7-1.pddl, 7, 0, NA, 0.81
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-8-0.pddl, 7, 1, 59, 0.84
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-8-1.pddl, 7, 1, 61, 0.84
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-9-0.pddl, 7, 1, 70, 0.8
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-9-1.pddl, 7, 1, 64, 0.88
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-10-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-10-1.pddl, 7, 1, 70, 1.16
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-11-0.pddl, 7, 0, NA, 1.07
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-11-1.pddl, 7, 0, NA, 0.94
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-12-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-12-1.pddl, 7, 0, NA, 0.96
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-13-0.pddl, 7, 0, NA, 1.44
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-13-1.pddl, 7, 0, NA, 1.33
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-14-0.pddl, 7, 1, 89, 1.38
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-14-1.pddl, 7, 0, NA, 1.28
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-15-0.pddl, 7, 0, NA, 1.46
main-fd-grounding+madagascar-horizon-7, logistics00, probLOGISTICS-15-1.pddl, 7, 1, 99, 1.51
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-060-180-5-000.pddl, 7, 1, 57, 1.5
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-060-180-5-001.pddl, 7, 1, 60, 1.53
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-060-180-5-002.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-100-300-5-000.pddl, 7, 1, 100, 2.76
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-100-300-5-001.pddl, 7, 1, 98, 2.69
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-100-300-7-000.pddl, 7, 1, 95, 3.05
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-100-300-7-001.pddl, 7, 1, 92, 3.13
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-100-300-7-002.pddl, 7, 1, 94, 3.09
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-150-500-6-001.pddl, 7, 1, 142, 5.64
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-500-5-001.pddl, 7, 1, 197, 6.56
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-500-5-002.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-700-7-000.pddl, 7, 1, 189, 10.81
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-700-7-001.pddl, 7, 1, 189, 11.28
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-700-7-002.pddl, 7, 1, 188, 10.92
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-900-5-000.pddl, 7, 1, 197, 15.69
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-900-5-001.pddl, 7, 1, 196, 14.75
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-900-5-002.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-900-8-000.pddl, 7, 1, 187, 15.54
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-900-8-001.pddl, 7, 1, 186, 15.04
main-fd-grounding+madagascar-horizon-7, maintenance-sat14-adl, maintenance-1-3-200-900-8-002.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s1-0.pddl, 7, 1, 13, 0.63
main-fd-grounding+madagascar-horizon-7, miconic, s1-1.pddl, 7, 1, 8, 0.62
main-fd-grounding+madagascar-horizon-7, miconic, s1-2.pddl, 7, 1, 13, 0.71
main-fd-grounding+madagascar-horizon-7, miconic, s1-3.pddl, 7, 1, 13, 0.67
main-fd-grounding+madagascar-horizon-7, miconic, s1-4.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s2-0.pddl, 7, 1, 14, 0.62
main-fd-grounding+madagascar-horizon-7, miconic, s2-1.pddl, 7, 1, 16, 0.65
main-fd-grounding+madagascar-horizon-7, miconic, s2-2.pddl, 7, 1, 15, 0.68
main-fd-grounding+madagascar-horizon-7, miconic, s2-3.pddl, 7, 1, 13, 0.66
main-fd-grounding+madagascar-horizon-7, miconic, s2-4.pddl, 7, 1, 14, 0.66
main-fd-grounding+madagascar-horizon-7, miconic, s3-0.pddl, 7, 1, 14, 0.66
main-fd-grounding+madagascar-horizon-7, miconic, s3-1.pddl, 7, 1, 15, 0.64
main-fd-grounding+madagascar-horizon-7, miconic, s3-2.pddl, 7, 1, 13, 0.65
main-fd-grounding+madagascar-horizon-7, miconic, s3-3.pddl, 7, 1, 17, 0.64
main-fd-grounding+madagascar-horizon-7, miconic, s3-4.pddl, 7, 1, 14, 0.65
main-fd-grounding+madagascar-horizon-7, miconic, s4-0.pddl, 7, 1, 14, 0.71
main-fd-grounding+madagascar-horizon-7, miconic, s4-1.pddl, 7, 1, 15, 0.73
main-fd-grounding+madagascar-horizon-7, miconic, s4-2.pddl, 7, 0, NA, 0.63
main-fd-grounding+madagascar-horizon-7, miconic, s4-3.pddl, 7, 0, NA, 0.65
main-fd-grounding+madagascar-horizon-7, miconic, s4-4.pddl, 7, 0, NA, 0.66
main-fd-grounding+madagascar-horizon-7, miconic, s5-0.pddl, 7, 0, NA, 0.74
main-fd-grounding+madagascar-horizon-7, miconic, s5-1.pddl, 7, 0, NA, 0.72
main-fd-grounding+madagascar-horizon-7, miconic, s5-2.pddl, 7, 1, 15, 0.72
main-fd-grounding+madagascar-horizon-7, miconic, s5-3.pddl, 7, 0, NA, 0.72
main-fd-grounding+madagascar-horizon-7, miconic, s5-4.pddl, 7, 0, NA, 0.75
main-fd-grounding+madagascar-horizon-7, miconic, s6-0.pddl, 7, 0, NA, 0.72
main-fd-grounding+madagascar-horizon-7, miconic, s6-1.pddl, 7, 0, NA, 0.74
main-fd-grounding+madagascar-horizon-7, miconic, s6-2.pddl, 7, 0, NA, 0.73
main-fd-grounding+madagascar-horizon-7, miconic, s6-3.pddl, 7, 0, NA, 0.72
main-fd-grounding+madagascar-horizon-7, miconic, s6-4.pddl, 7, 0, NA, 0.73
main-fd-grounding+madagascar-horizon-7, miconic, s7-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s7-1.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s7-2.pddl, 7, 0, NA, 2.71
main-fd-grounding+madagascar-horizon-7, miconic, s7-3.pddl, 7, 0, NA, 0.68
main-fd-grounding+madagascar-horizon-7, miconic, s7-4.pddl, 7, 0, NA, 0.72
main-fd-grounding+madagascar-horizon-7, miconic, s8-0.pddl, 7, 0, NA, 0.83
main-fd-grounding+madagascar-horizon-7, miconic, s8-1.pddl, 7, 0, NA, 0.81
main-fd-grounding+madagascar-horizon-7, miconic, s8-2.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s8-3.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s8-4.pddl, 7, 0, NA, 0.81
main-fd-grounding+madagascar-horizon-7, miconic, s9-0.pddl, 7, 0, NA, 0.88
main-fd-grounding+madagascar-horizon-7, miconic, s9-1.pddl, 7, 0, NA, 0.84
main-fd-grounding+madagascar-horizon-7, miconic, s9-2.pddl, 7, 0, NA, 0.84
main-fd-grounding+madagascar-horizon-7, miconic, s9-3.pddl, 7, 0, NA, 0.89
main-fd-grounding+madagascar-horizon-7, miconic, s9-4.pddl, 7, 0, NA, 0.86
main-fd-grounding+madagascar-horizon-7, miconic, s10-0.pddl, 7, 0, NA, 0.98
main-fd-grounding+madagascar-horizon-7, miconic, s10-1.pddl, 7, 0, NA, 0.92
main-fd-grounding+madagascar-horizon-7, miconic, s10-2.pddl, 7, 0, NA, 0.94
main-fd-grounding+madagascar-horizon-7, miconic, s10-3.pddl, 7, 0, NA, 0.91
main-fd-grounding+madagascar-horizon-7, miconic, s10-4.pddl, 7, 0, NA, 0.9
main-fd-grounding+madagascar-horizon-7, miconic, s11-0.pddl, 7, 0, NA, 0.99
main-fd-grounding+madagascar-horizon-7, miconic, s11-1.pddl, 7, 0, NA, 1.0
main-fd-grounding+madagascar-horizon-7, miconic, s11-2.pddl, 7, 0, NA, 0.91
main-fd-grounding+madagascar-horizon-7, miconic, s11-3.pddl, 7, 0, NA, 1.05
main-fd-grounding+madagascar-horizon-7, miconic, s11-4.pddl, 7, 0, NA, 0.99
main-fd-grounding+madagascar-horizon-7, miconic, s12-0.pddl, 7, 0, NA, 1.01
main-fd-grounding+madagascar-horizon-7, miconic, s12-1.pddl, 7, 0, NA, 1.11
main-fd-grounding+madagascar-horizon-7, miconic, s12-2.pddl, 7, 0, NA, 1.05
main-fd-grounding+madagascar-horizon-7, miconic, s12-3.pddl, 7, 0, NA, 1.08
main-fd-grounding+madagascar-horizon-7, miconic, s12-4.pddl, 7, 0, NA, 1.07
main-fd-grounding+madagascar-horizon-7, miconic, s13-0.pddl, 7, 0, NA, 1.16
main-fd-grounding+madagascar-horizon-7, miconic, s13-1.pddl, 7, 0, NA, 1.12
main-fd-grounding+madagascar-horizon-7, miconic, s13-2.pddl, 7, 0, NA, 1.08
main-fd-grounding+madagascar-horizon-7, miconic, s13-3.pddl, 7, 0, NA, 1.16
main-fd-grounding+madagascar-horizon-7, miconic, s13-4.pddl, 7, 0, NA, 1.12
main-fd-grounding+madagascar-horizon-7, miconic, s14-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s14-1.pddl, 7, 0, NA, 1.24
main-fd-grounding+madagascar-horizon-7, miconic, s14-2.pddl, 7, 0, NA, 1.24
main-fd-grounding+madagascar-horizon-7, miconic, s14-3.pddl, 7, 0, NA, 1.3
main-fd-grounding+madagascar-horizon-7, miconic, s14-4.pddl, 7, 0, NA, 1.22
main-fd-grounding+madagascar-horizon-7, miconic, s15-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s15-1.pddl, 7, 0, NA, 1.36
main-fd-grounding+madagascar-horizon-7, miconic, s15-2.pddl, 7, 0, NA, 1.32
main-fd-grounding+madagascar-horizon-7, miconic, s15-3.pddl, 7, 0, NA, 1.29
main-fd-grounding+madagascar-horizon-7, miconic, s15-4.pddl, 7, 0, NA, 1.31
main-fd-grounding+madagascar-horizon-7, miconic, s16-0.pddl, 7, 0, NA, 1.38
main-fd-grounding+madagascar-horizon-7, miconic, s16-1.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s16-2.pddl, 7, 0, NA, 1.39
main-fd-grounding+madagascar-horizon-7, miconic, s16-3.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s16-4.pddl, 7, 0, NA, 1.4
main-fd-grounding+madagascar-horizon-7, miconic, s17-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s17-1.pddl, 7, 0, NA, 1.52
main-fd-grounding+madagascar-horizon-7, miconic, s17-2.pddl, 7, 0, NA, 3.2
main-fd-grounding+madagascar-horizon-7, miconic, s17-3.pddl, 7, 0, NA, 1.54
main-fd-grounding+madagascar-horizon-7, miconic, s17-4.pddl, 7, 0, NA, 1.51
main-fd-grounding+madagascar-horizon-7, miconic, s18-0.pddl, 7, 0, NA, 1.65
main-fd-grounding+madagascar-horizon-7, miconic, s18-1.pddl, 7, 0, NA, 1.62
main-fd-grounding+madagascar-horizon-7, miconic, s18-2.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s18-3.pddl, 7, 0, NA, 1.59
main-fd-grounding+madagascar-horizon-7, miconic, s18-4.pddl, 7, 0, NA, 1.64
main-fd-grounding+madagascar-horizon-7, miconic, s19-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s19-1.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s19-2.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s19-3.pddl, 7, 0, NA, 1.92
main-fd-grounding+madagascar-horizon-7, miconic, s19-4.pddl, 7, 0, NA, 1.83
main-fd-grounding+madagascar-horizon-7, miconic, s20-0.pddl, 7, 0, NA, 1.88
main-fd-grounding+madagascar-horizon-7, miconic, s20-1.pddl, 7, 0, NA, 1.91
main-fd-grounding+madagascar-horizon-7, miconic, s20-2.pddl, 7, 0, NA, 1.87
main-fd-grounding+madagascar-horizon-7, miconic, s20-3.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s20-4.pddl, 7, 0, NA, 1.95
main-fd-grounding+madagascar-horizon-7, miconic, s21-0.pddl, 7, 0, NA, 1.97
main-fd-grounding+madagascar-horizon-7, miconic, s21-1.pddl, 7, 0, NA, 2.06
main-fd-grounding+madagascar-horizon-7, miconic, s21-2.pddl, 7, 0, NA, 1.92
main-fd-grounding+madagascar-horizon-7, miconic, s21-3.pddl, 7, 0, NA, 2.0
main-fd-grounding+madagascar-horizon-7, miconic, s21-4.pddl, 7, 0, NA, 2.03
main-fd-grounding+madagascar-horizon-7, miconic, s22-0.pddl, 7, 0, NA, 2.2
main-fd-grounding+madagascar-horizon-7, miconic, s22-1.pddl, 7, 0, NA, 2.23
main-fd-grounding+madagascar-horizon-7, miconic, s22-2.pddl, 7, 0, NA, 2.27
main-fd-grounding+madagascar-horizon-7, miconic, s22-3.pddl, 7, 0, NA, 2.29
main-fd-grounding+madagascar-horizon-7, miconic, s22-4.pddl, 7, 0, NA, 2.29
main-fd-grounding+madagascar-horizon-7, miconic, s23-0.pddl, 7, 0, NA, 2.39
main-fd-grounding+madagascar-horizon-7, miconic, s23-1.pddl, 7, 0, NA, 2.39
main-fd-grounding+madagascar-horizon-7, miconic, s23-2.pddl, 7, 0, NA, 2.35
main-fd-grounding+madagascar-horizon-7, miconic, s23-3.pddl, 7, 0, NA, 2.49
main-fd-grounding+madagascar-horizon-7, miconic, s23-4.pddl, 7, 0, NA, 2.27
main-fd-grounding+madagascar-horizon-7, miconic, s24-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s24-1.pddl, 7, 0, NA, 2.48
main-fd-grounding+madagascar-horizon-7, miconic, s24-2.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s24-3.pddl, 7, 0, NA, 2.63
main-fd-grounding+madagascar-horizon-7, miconic, s24-4.pddl, 7, 0, NA, 2.55
main-fd-grounding+madagascar-horizon-7, miconic, s25-0.pddl, 7, 0, NA, 2.85
main-fd-grounding+madagascar-horizon-7, miconic, s25-1.pddl, 7, 0, NA, 2.69
main-fd-grounding+madagascar-horizon-7, miconic, s25-2.pddl, 7, 0, NA, 2.64
main-fd-grounding+madagascar-horizon-7, miconic, s25-3.pddl, 7, 0, NA, 2.74
main-fd-grounding+madagascar-horizon-7, miconic, s25-4.pddl, 7, 0, NA, 2.74
main-fd-grounding+madagascar-horizon-7, miconic, s26-0.pddl, 7, 0, NA, 2.96
main-fd-grounding+madagascar-horizon-7, miconic, s26-1.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s26-2.pddl, 7, 0, NA, 2.91
main-fd-grounding+madagascar-horizon-7, miconic, s26-3.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s26-4.pddl, 7, 0, NA, 2.86
main-fd-grounding+madagascar-horizon-7, miconic, s27-0.pddl, 7, 0, NA, 3.25
main-fd-grounding+madagascar-horizon-7, miconic, s27-1.pddl, 7, 0, NA, 3.07
main-fd-grounding+madagascar-horizon-7, miconic, s27-2.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s27-3.pddl, 7, 0, NA, 3.12
main-fd-grounding+madagascar-horizon-7, miconic, s27-4.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s28-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s28-1.pddl, 7, 0, NA, 3.37
main-fd-grounding+madagascar-horizon-7, miconic, s28-2.pddl, 7, 0, NA, 3.37
main-fd-grounding+madagascar-horizon-7, miconic, s28-3.pddl, 7, 0, NA, 3.4
main-fd-grounding+madagascar-horizon-7, miconic, s28-4.pddl, 7, 0, NA, 3.45
main-fd-grounding+madagascar-horizon-7, miconic, s29-0.pddl, 7, 0, NA, 3.57
main-fd-grounding+madagascar-horizon-7, miconic, s29-1.pddl, 7, 0, NA, 3.59
main-fd-grounding+madagascar-horizon-7, miconic, s29-2.pddl, 7, 0, NA, 3.61
main-fd-grounding+madagascar-horizon-7, miconic, s29-3.pddl, 7, 0, NA, 3.55
main-fd-grounding+madagascar-horizon-7, miconic, s29-4.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s30-0.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s30-1.pddl, 7, 0, NA, 3.95
main-fd-grounding+madagascar-horizon-7, miconic, s30-2.pddl, 7, 0, NA, 3.8
main-fd-grounding+madagascar-horizon-7, miconic, s30-3.pddl, 7, NA, NA, NA
main-fd-grounding+madagascar-horizon-7, miconic, s30-4.pddl, 7, 0, NA, 3.7
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-4-0.pddl, 8, 1, 6, 0.78
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-4-1.pddl, 8, 0, NA, 0.69
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-4-2.pddl, 8, 1, 8, 0.7
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-5-0.pddl, 8, 0, NA, 0.78
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-5-1.pddl, 8, 0, NA, 0.67
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-5-2.pddl, 8, 0, NA, 0.67
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-6-0.pddl, 8, 0, NA, 0.71
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-6-1.pddl, 8, 0, NA, 0.76
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-6-2.pddl, 8, 0, NA, 0.73
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-7-0.pddl, 8, 0, NA, 0.84
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-7-1.pddl, 8, 0, NA, 0.8
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-7-2.pddl, 8, 0, NA, 0.84
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-8-0.pddl, 8, 0, NA, 0.82
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-8-1.pddl, 8, 0, NA, 0.75
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-8-2.pddl, 8, 0, NA, 0.9
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-9-0.pddl, 8, 0, NA, 0.91
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-9-1.pddl, 8, 0, NA, 0.94
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-9-2.pddl, 8, 0, NA, 0.9
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-10-0.pddl, 8, 0, NA, 0.97
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-10-1.pddl, 8, 0, NA, 0.97
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-10-2.pddl, 8, 0, NA, 1.07
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-11-0.pddl, 8, 0, NA, 1.1
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-11-1.pddl, 8, 0, NA, 1.08
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-11-2.pddl, 8, 0, NA, 1.1
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-12-0.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-12-1.pddl, 8, 0, NA, 1.12
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-13-0.pddl, 8, 0, NA, 1.46
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-13-1.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-14-0.pddl, 8, 0, NA, 1.54
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-14-1.pddl, 8, 0, NA, 1.51
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-15-0.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-15-1.pddl, 8, 0, NA, 1.63
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-16-1.pddl, 8, 0, NA, 1.94
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-16-2.pddl, 8, 0, NA, 2.06
main-fd-grounding+madagascar-horizon-8, blocks, probBLOCKS-17-0.pddl, 8, 0, NA, 2.19
main-fd-grounding+madagascar-horizon-8, driverlog, p01.pddl, 8, 1, 26, 0.7
main-fd-grounding+madagascar-horizon-8, driverlog, p02.pddl, 8, 1, 29, 0.76
main-fd-grounding+madagascar-horizon-8, driverlog, p03.pddl, 8, 1, 28, 0.72
main-fd-grounding+madagascar-horizon-8, driverlog, p04.pddl, 8, 1, 21, 0.78
main-fd-grounding+madagascar-horizon-8, driverlog, p05.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, driverlog, p06.pddl, 8, 1, 31, 0.81
main-fd-grounding+madagascar-horizon-8, driverlog, p07.pddl, 8, 1, 37, 0.86
main-fd-grounding+madagascar-horizon-8, driverlog, p08.pddl, 8, 1, 35, 0.91
main-fd-grounding+madagascar-horizon-8, driverlog, p09.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, driverlog, p10.pddl, 8, 1, 30, 1.17
main-fd-grounding+madagascar-horizon-8, driverlog, p11.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, driverlog, p12.pddl, 8, 0, NA, 1.74
main-fd-grounding+madagascar-horizon-8, driverlog, p13.pddl, 8, 1, NA, NA
main-fd-grounding+madagascar-horizon-8, driverlog, p14.pddl, 8, 0, NA, 1.9
main-fd-grounding+madagascar-horizon-8, driverlog, p15.pddl, 8, 0, NA, 4.35
main-fd-grounding+madagascar-horizon-8, driverlog, p16.pddl, 8, 0, NA, 10.08
main-fd-grounding+madagascar-horizon-8, driverlog, p17.pddl, 8, 0, NA, 13.96
main-fd-grounding+madagascar-horizon-8, driverlog, p18.pddl, 8, 0, NA, 22.95
main-fd-grounding+madagascar-horizon-8, driverlog, p19.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, driverlog, p20.pddl, 8, 0, NA, 110.75
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-4-0.pddl, 8, 1, 42, 0.72
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-4-1.pddl, 8, 1, 41, 0.73
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-4-2.pddl, 8, 1, 44, 0.72
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-5-0.pddl, 8, 1, 46, 0.65
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-5-1.pddl, 8, 1, 41, 0.71
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-5-2.pddl, 8, 1, 45, 0.69
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-6-0.pddl, 8, 1, 53, 0.72
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-6-1.pddl, 8, 1, 54, 0.73
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-6-2.pddl, 8, NA, NA, NA
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-6-9.pddl, 8, 1, 53, 0.7
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-7-0.pddl, 8, 1, 56, 0.79
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-7-1.pddl, 8, 1, 60, 0.84
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-8-0.pddl, 8, 1, 68, 0.89
main-fd-grounding+madagascar-horizon-8, logistics00, probLOGISTICS-8-1.pddl, 8, 1, 73, 0.87
