algorithm,domain,problem,horizon,coverage,total_time,plan_length
main-fd-grounding+madagascar-horizon-23, gripper, prob09.pddl, 23, 1, 0.84, 60
main-fd-grounding+madagascar-horizon-23, gripper, prob10.pddl, 23, 1, 1.59, 65
main-fd-grounding+madagascar-horizon-23, gripper, prob11.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob12.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob13.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob14.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob15.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob16.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob17.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob18.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob19.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, gripper, prob20.pddl, 23, 0, NA, NA
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-10-0.pddl, 23, 1, 3.03, 196
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-10-1.pddl, 23, 1, 0.91, 198
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-11-0.pddl, 23, 1, 0.95, 262
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-11-1.pddl, 23, 1, 0.95, 212
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-12-0.pddl, 23, 1, 0.96, 272
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-12-1.pddl, 23, 1, 1.1, 277
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-13-0.pddl, 23, 1, 1.35, 324
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-13-1.pddl, 23, 1, 1.32, 286
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-14-0.pddl, 23, 1, 3.23, 357
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-14-1.pddl, 23, 1, 3.37, 346
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-15-0.pddl, 23, 1, 1.47, 349
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-15-1.pddl, 23, 1, 1.56, 389
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-4-0.pddl, 23, 1, 0.67, 106
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-4-1.pddl, 23, 1, 0.67, 112
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-4-2.pddl, 23, 1, 1.31, 120
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-5-0.pddl, 23, 1, 0.78, 124
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-5-1.pddl, 23, 1, 0.65, 130
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-5-2.pddl, 23, 1, 0.63, 135
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-6-0.pddl, 23, 1, 0.74, 144
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-6-1.pddl, 23, 1, 0.65, 143
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-6-2.pddl, 23, 1, 0.66, 144
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-6-9.pddl, 23, 1, 0.83, 160
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-7-0.pddl, 23, 1, 0.72, 173
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-7-1.pddl, 23, 1, 0.75, 176
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-8-0.pddl, 23, 1, 0.77, 179
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-8-1.pddl, 23, 1, 1.01, 176
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-9-0.pddl, 23, 1, 0.8, 236
main-fd-grounding+madagascar-horizon-23, logistics00, probLOGISTICS-9-1.pddl, 23, 1, 0.77, 219
main-fd-grounding+madagascar-horizon-24, gripper, prob01.pddl, 24, 1, 0.63, 52
main-fd-grounding+madagascar-horizon-24, gripper, prob02.pddl, 24, 1, 0.66, 46
main-fd-grounding+madagascar-horizon-24, gripper, prob03.pddl, 24, 1, 0.64, 52
main-fd-grounding+madagascar-horizon-24, gripper, prob04.pddl, 24, 1, 0.73, 56
main-fd-grounding+madagascar-horizon-24, gripper, prob05.pddl, 24, 1, 0.68, 54
main-fd-grounding+madagascar-horizon-24, gripper, prob06.pddl, 24, 1, 0.7, 54
main-fd-grounding+madagascar-horizon-24, gripper, prob07.pddl, 24, 1, 0.73, 60
main-fd-grounding+madagascar-horizon-24, gripper, prob08.pddl, 24, 1, 0.76, 58
main-fd-grounding+madagascar-horizon-24, gripper, prob09.pddl, 24, 1, 0.82, 64
main-fd-grounding+madagascar-horizon-24, gripper, prob10.pddl, 24, 1, 1.46, 65
main-fd-grounding+madagascar-horizon-24, gripper, prob11.pddl, 24, 1, 13.8, 71
main-fd-grounding+madagascar-horizon-24, gripper, prob12.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob13.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob14.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob15.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob16.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob17.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob18.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob19.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, gripper, prob20.pddl, 24, 0, NA, NA
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-10-0.pddl, 24, 1, 0.87, 205
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-10-1.pddl, 24, 1, 0.89, 204
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-11-0.pddl, 24, 1, 0.91, 277
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-11-1.pddl, 24, 1, 0.89, 222
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-12-0.pddl, 24, 1, 1.07, 284
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-12-1.pddl, 24, 1, 0.95, 294
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-13-0.pddl, 24, 1, 1.34, 325
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-13-1.pddl, 24, 1, 1.35, 285
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-14-0.pddl, 24, 1, 1.49, 380
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-14-1.pddl, 24, 1, 1.4, 361
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-15-0.pddl, 24, 1, 1.46, 391
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-15-1.pddl, 24, 1, 1.53, 381
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-4-0.pddl, 24, 1, 0.81, 106
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-4-1.pddl, 24, 1, 0.78, 116
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-4-2.pddl, 24, 1, 0.67, 124
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-5-0.pddl, 24, 1, 0.63, 126
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-5-1.pddl, 24, 1, 0.96, 129
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-5-2.pddl, 24, 1, 0.64, 141
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-6-0.pddl, 24, 1, 0.65, 150
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-6-1.pddl, 24, 1, 0.66, 157
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-6-2.pddl, 24, 1, 0.65, 142
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-6-9.pddl, 24, 1, 0.64, 164
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-7-0.pddl, 24, 1, 0.73, 177
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-7-1.pddl, 24, 1, 0.75, 179
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-8-0.pddl, 24, 1, 0.76, 186
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-8-1.pddl, 24, 1, 0.75, 179
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-9-0.pddl, 24, 1, 0.77, 245
main-fd-grounding+madagascar-horizon-24, logistics00, probLOGISTICS-9-1.pddl, 24, 1, 0.74, 234
main-fd-grounding+madagascar-horizon-25, gripper, prob01.pddl, 25, 1, 0.61, 52
main-fd-grounding+madagascar-horizon-25, gripper, prob02.pddl, 25, 1, 0.59, 46
main-fd-grounding+madagascar-horizon-25, gripper, prob03.pddl, 25, 1, 0.68, 56
main-fd-grounding+madagascar-horizon-25, gripper, prob04.pddl, 25, 1, 0.76, 60
main-fd-grounding+madagascar-horizon-25, gripper, prob05.pddl, 25, 1, 0.68, 56
main-fd-grounding+madagascar-horizon-25, gripper, prob06.pddl, 25, 1, 0.71, 62
main-fd-grounding+madagascar-horizon-25, gripper, prob07.pddl, 25, 1, 0.73, 58
main-fd-grounding+madagascar-horizon-25, gripper, prob08.pddl, 25, 1, 0.78, 60
main-fd-grounding+madagascar-horizon-25, gripper, prob09.pddl, 25, 1, 0.78, 66
main-fd-grounding+madagascar-horizon-25, gripper, prob10.pddl, 25, 1, 0.83, 66
main-fd-grounding+madagascar-horizon-25, gripper, prob11.pddl, 25, 1, 1.49, 71
main-fd-grounding+madagascar-horizon-25, gripper, prob12.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob13.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob14.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob15.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob16.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob17.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob18.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob19.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, gripper, prob20.pddl, 25, 0, NA, NA
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-10-0.pddl, 25, 1, 0.95, 226
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-10-1.pddl, 25, 1, 0.88, 215
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-11-0.pddl, 25, 1, 0.92, 286
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-11-1.pddl, 25, 1, 0.88, 230
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-12-0.pddl, 25, 1, 1.05, 295
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-12-1.pddl, 25, 1, 0.94, 302
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-13-0.pddl, 25, 1, 1.35, 351
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-13-1.pddl, 25, 1, 1.3, 309
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-14-0.pddl, 25, 1, 1.36, 389
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-14-1.pddl, 25, 1, 1.39, 371
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-15-0.pddl, 25, 1, 1.49, 413
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-15-1.pddl, 25, 1, 1.48, 408
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-4-0.pddl, 25, 1, 0.63, 114
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-4-1.pddl, 25, 1, 0.63, 123
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-4-2.pddl, 25, 1, 0.63, 129
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-5-0.pddl, 25, 1, 2.54, 134
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-5-1.pddl, 25, 1, 0.66, 142
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-5-2.pddl, 25, 1, 0.66, 147
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-6-0.pddl, 25, 1, 0.64, 156
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-6-1.pddl, 25, 1, 0.64, 158
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-6-2.pddl, 25, 1, 0.67, 151
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-6-9.pddl, 25, 1, 0.65, 173
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-7-0.pddl, 25, 1, 0.77, 188
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-7-1.pddl, 25, 1, 0.84, 190
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-8-0.pddl, 25, 1, 0.74, 192
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-8-1.pddl, 25, 1, 0.79, 185
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-9-0.pddl, 25, 1, 0.76, 262
main-fd-grounding+madagascar-horizon-25, logistics00, probLOGISTICS-9-1.pddl, 25, 1, 0.77, 240
main-fd-grounding+madagascar-horizon-26, gripper, prob01.pddl, 26, 1, 0.62, 56
main-fd-grounding+madagascar-horizon-26, gripper, prob02.pddl, 26, 1, 0.61, 49
main-fd-grounding+madagascar-horizon-26, gripper, prob03.pddl, 26, 1, 0.66, 56
main-fd-grounding+madagascar-horizon-26, gripper, prob04.pddl, 26, 1, 0.65, 60
main-fd-grounding+madagascar-horizon-26, gripper, prob05.pddl, 26, 1, 0.7, 58
main-fd-grounding+madagascar-horizon-26, gripper, prob06.pddl, 26, 1, 0.69, 58
main-fd-grounding+madagascar-horizon-26, gripper, prob07.pddl, 26, 1, 0.72, 64
main-fd-grounding+madagascar-horizon-26, gripper, prob08.pddl, 26, 1, 0.72, 62
main-fd-grounding+madagascar-horizon-26, gripper, prob09.pddl, 26, 1, 0.84, 70
main-fd-grounding+madagascar-horizon-26, gripper, prob10.pddl, 26, 1, 0.81, 68
main-fd-grounding+madagascar-horizon-26, gripper, prob11.pddl, 26, 1, 3.38, 71
main-fd-grounding+madagascar-horizon-26, gripper, prob12.pddl, 26, 1, 7.55, 77
main-fd-grounding+madagascar-horizon-26, gripper, prob13.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob14.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob15.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob16.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob17.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob18.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob19.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, gripper, prob20.pddl, 26, 0, NA, NA
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-10-0.pddl, 26, 1, 0.98, 226
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-10-1.pddl, 26, 1, 0.92, 221
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-11-0.pddl, 26, 1, 0.97, 302
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-11-1.pddl, 26, 1, 0.92, 238
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-12-0.pddl, 26, 1, 0.96, 309
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-12-1.pddl, 26, 1, 0.95, 314
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-13-0.pddl, 26, 1, 1.37, 356
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-13-1.pddl, 26, 1, 1.41, 318
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-14-0.pddl, 26, 1, 1.41, 385
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-14-1.pddl, 26, 1, 1.43, 382
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-15-0.pddl, 26, 1, 1.54, 431
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-15-1.pddl, 26, 1, 1.45, 404
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-4-0.pddl, 26, 1, 0.62, 114
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-4-1.pddl, 26, 1, 0.65, 125
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-4-2.pddl, 26, 1, 0.63, 134
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-5-0.pddl, 26, 1, 1.05, 136
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-5-1.pddl, 26, 1, 0.65, 142
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-5-2.pddl, 26, 1, 0.64, 153
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-6-0.pddl, 26, 1, 0.7, 161
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-6-1.pddl, 26, 1, 0.66, 170
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-6-2.pddl, 26, 1, 0.66, 157
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-6-9.pddl, 26, 1, 0.67, 178
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-7-0.pddl, 26, 1, 0.73, 191
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-7-1.pddl, 26, 1, 0.81, 193
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-8-0.pddl, 26, 1, 0.76, 200
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-8-1.pddl, 26, 1, 2.06, 193
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-9-0.pddl, 26, 1, 0.77, 265
main-fd-grounding+madagascar-horizon-26, logistics00, probLOGISTICS-9-1.pddl, 26, 1, 0.75, 261
main-fd-grounding+madagascar-horizon-27, gripper, prob01.pddl, 27, 1, 0.68, 56
main-fd-grounding+madagascar-horizon-27, gripper, prob02.pddl, 27, 1, 0.61, 49
main-fd-grounding+madagascar-horizon-27, gripper, prob03.pddl, 27, 1, 0.7, 60
main-fd-grounding+madagascar-horizon-27, gripper, prob04.pddl, 27, 1, 0.64, 58
main-fd-grounding+madagascar-horizon-27, gripper, prob05.pddl, 27, 1, 0.69, 62
main-fd-grounding+madagascar-horizon-27, gripper, prob06.pddl, 27, 1, 0.7, 66
main-fd-grounding+madagascar-horizon-27, gripper, prob07.pddl, 27, 1, 0.7, 62
main-fd-grounding+madagascar-horizon-27, gripper, prob08.pddl, 27, 1, 2.97, 66
main-fd-grounding+madagascar-horizon-27, gripper, prob09.pddl, 27, 1, 0.78, 70
main-fd-grounding+madagascar-horizon-27, gripper, prob10.pddl, 27, 1, 0.8, 66
main-fd-grounding+madagascar-horizon-27, gripper, prob11.pddl, 27, 1, 1.12, 73
main-fd-grounding+madagascar-horizon-27, gripper, prob12.pddl, 27, 1, 0.89, 78
main-fd-grounding+madagascar-horizon-27, gripper, prob13.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob14.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob15.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob16.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob17.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob18.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob19.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, gripper, prob20.pddl, 27, 0, NA, NA
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-10-0.pddl, 27, 1, 2.86, 230
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-10-1.pddl, 27, 1, 0.96, 230
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-11-0.pddl, 27, 1, 0.95, 310
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-11-1.pddl, 27, 1, 0.93, 247
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-12-0.pddl, 27, 1, 2.95, 323
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-12-1.pddl, 27, 1, 0.98, 327
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-13-0.pddl, 27, 1, 1.34, 378
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-13-1.pddl, 27, 1, 1.31, 333
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-14-0.pddl, 27, 1, 1.39, 401
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-14-1.pddl, 27, 1, 1.33, 404
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-15-0.pddl, 27, 1, 1.47, 441
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-15-1.pddl, 27, 1, 1.49, 413
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-4-0.pddl, 27, 1, 2.49, 122
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-4-1.pddl, 27, 1, 0.77, 130
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-4-2.pddl, 27, 1, 0.64, 138
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-5-0.pddl, 27, 1, 0.64, 144
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-5-1.pddl, 27, 1, 0.68, 152
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-5-2.pddl, 27, 1, 0.6, 159
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-6-0.pddl, 27, 1, 0.65, 169
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-6-1.pddl, 27, 1, 0.65, 168
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-6-2.pddl, 27, 1, 0.65, 163
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-6-9.pddl, 27, 1, 0.64, 187
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-7-0.pddl, 27, 1, 0.76, 201
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-7-1.pddl, 27, 1, 0.77, 204
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-8-0.pddl, 27, 1, 0.8, 208
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-8-1.pddl, 27, 1, 0.75, 202
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-9-0.pddl, 27, 1, 0.8, 277
main-fd-grounding+madagascar-horizon-27, logistics00, probLOGISTICS-9-1.pddl, 27, 1, 0.91, 268
main-fd-grounding+madagascar-horizon-28, gripper, prob01.pddl, 28, 1, 0.67, 60
main-fd-grounding+madagascar-horizon-28, gripper, prob02.pddl, 28, 1, 0.63, 52
main-fd-grounding+madagascar-horizon-28, gripper, prob03.pddl, 28, 1, 0.73, 60
main-fd-grounding+madagascar-horizon-28, gripper, prob04.pddl, 28, 1, 0.65, 64
main-fd-grounding+madagascar-horizon-28, gripper, prob05.pddl, 28, 1, 0.69, 62
main-fd-grounding+madagascar-horizon-28, gripper, prob06.pddl, 28, 1, 0.87, 62
main-fd-grounding+madagascar-horizon-28, gripper, prob07.pddl, 28, 1, 0.72, 68
main-fd-grounding+madagascar-horizon-28, gripper, prob08.pddl, 28, 1, 0.79, 68
main-fd-grounding+madagascar-horizon-28, gripper, prob09.pddl, 28, 1, 0.78, 68
main-fd-grounding+madagascar-horizon-28, gripper, prob10.pddl, 28, 1, 0.82, 70
main-fd-grounding+madagascar-horizon-28, gripper, prob11.pddl, 28, 1, 0.88, 73
main-fd-grounding+madagascar-horizon-28, gripper, prob12.pddl, 28, 1, 0.97, 82
main-fd-grounding+madagascar-horizon-28, gripper, prob13.pddl, 28, 1, 6.48, 83
main-fd-grounding+madagascar-horizon-28, gripper, prob14.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, gripper, prob15.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, gripper, prob16.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, gripper, prob17.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, gripper, prob18.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, gripper, prob19.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, gripper, prob20.pddl, 28, 0, NA, NA
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-10-0.pddl, 28, 1, 0.94, 239
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-10-1.pddl, 28, 1, 0.9, 236
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-11-0.pddl, 28, 1, 1.01, 325
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-11-1.pddl, 28, 1, 0.97, 257
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-12-0.pddl, 28, 1, 0.96, 337
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-12-1.pddl, 28, 1, 0.94, 346
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-13-0.pddl, 28, 1, 1.45, 393
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-13-1.pddl, 28, 1, 1.34, 329
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-14-0.pddl, 28, 1, 1.39, 435
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-14-1.pddl, 28, 1, 1.42, 420
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-15-0.pddl, 28, 1, 1.56, 459
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-15-1.pddl, 28, 1, 1.49, 471
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-4-0.pddl, 28, 1, 0.72, 122
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-4-1.pddl, 28, 1, 0.63, 136
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-4-2.pddl, 28, 1, 0.63, 146
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-5-0.pddl, 28, 1, 0.66, 146
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-5-1.pddl, 28, 1, 0.69, 151
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-5-2.pddl, 28, 1, 2.69, 165
main-fd-grounding+madagascar-horizon-28, logistics00, probLOGISTICS-6-0.pddl, 28, 1, 0.65, 173
