algorithm,domain,problem,horizon,coverage,total_time,plan_length
main-fd-grounding+madagascar-horizon-48, gripper, prob02.pddl, 48, 1, 0.76, 82
main-fd-grounding+madagascar-horizon-48, gripper, prob03.pddl, 48, 1, 2.5, 100
main-fd-grounding+madagascar-horizon-48, gripper, prob04.pddl, 48, 1, 0.66, 104
main-fd-grounding+madagascar-horizon-48, gripper, prob05.pddl, 48, 1, 0.69, 102
main-fd-grounding+madagascar-horizon-48, gripper, prob06.pddl, 48, 1, 0.76, 98
main-fd-grounding+madagascar-horizon-48, gripper, prob07.pddl, 48, 1, 0.72, 104
main-fd-grounding+madagascar-horizon-48, gripper, prob08.pddl, 48, 1, 0.78, 104
main-fd-grounding+madagascar-horizon-48, gripper, prob09.pddl, 48, 1, 0.81, 112
main-fd-grounding+madagascar-horizon-48, gripper, prob10.pddl, 48, 1, 0.82, 110
main-fd-grounding+madagascar-horizon-48, gripper, prob11.pddl, 48, 1, 0.89, 115
main-fd-grounding+madagascar-horizon-48, gripper, prob12.pddl, 48, 1, 0.89, 108
main-fd-grounding+madagascar-horizon-48, gripper, prob13.pddl, 48, 1, 0.93, 116
main-fd-grounding+madagascar-horizon-48, gripper, prob14.pddl, 48, 1, 0.99, 102
main-fd-grounding+madagascar-horizon-48, gripper, prob15.pddl, 48, 1, 0.97, 112
main-fd-grounding+madagascar-horizon-48, gripper, prob16.pddl, 48, 1, 1.12, 114
main-fd-grounding+madagascar-horizon-48, gripper, prob17.pddl, 48, 1, 1.1, 118
main-fd-grounding+madagascar-horizon-48, gripper, prob18.pddl, 48, 1, 1.11, 126
main-fd-grounding+madagascar-horizon-48, gripper, prob19.pddl, 48, 1, 4.99, 123
main-fd-grounding+madagascar-horizon-48, gripper, prob20.pddl, 48, 1, 1.78, 129
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-10-0.pddl, 48, 1, 0.94, 409
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-10-1.pddl, 48, 1, 0.9, 396
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-11-0.pddl, 48, 1, 0.98, 565
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-11-1.pddl, 48, 1, 1.01, 429
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-12-0.pddl, 48, 1, 1.0, 594
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-12-1.pddl, 48, 1, 0.99, 602
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-13-0.pddl, 48, 1, 1.42, 644
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-13-1.pddl, 48, 1, 1.38, 572
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-14-0.pddl, 48, 1, 1.42, 769
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-14-1.pddl, 48, 1, 1.58, 722
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-15-0.pddl, 48, 1, 1.55, 800
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-15-1.pddl, 48, 1, 1.58, 782
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-4-0.pddl, 48, 1, 0.63, 202
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-4-1.pddl, 48, 1, 0.63, 233
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-4-2.pddl, 48, 1, 0.66, 244
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-5-0.pddl, 48, 1, 0.66, 246
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-5-1.pddl, 48, 1, 0.76, 261
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-5-2.pddl, 48, 1, 0.77, 285
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-6-0.pddl, 48, 1, 0.68, 294
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-6-1.pddl, 48, 1, 0.67, 311
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-6-2.pddl, 48, 1, 0.72, 279
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-6-9.pddl, 48, 1, 0.72, 332
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-7-0.pddl, 48, 1, 0.77, 345
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-7-1.pddl, 48, 1, 0.75, 347
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-8-0.pddl, 48, 1, 0.81, 380
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-8-1.pddl, 48, 1, 0.77, 335
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-9-0.pddl, 48, 1, 0.81, 497
main-fd-grounding+madagascar-horizon-48, logistics00, probLOGISTICS-9-1.pddl, 48, 1, 1.47, 485
main-fd-grounding+madagascar-horizon-49, gripper, prob01.pddl, 49, 1, 0.63, 100
main-fd-grounding+madagascar-horizon-49, gripper, prob02.pddl, 49, 1, 0.64, 82
main-fd-grounding+madagascar-horizon-49, gripper, prob03.pddl, 49, 1, 0.66, 104
main-fd-grounding+madagascar-horizon-49, gripper, prob04.pddl, 49, 1, 0.65, 102
main-fd-grounding+madagascar-horizon-49, gripper, prob05.pddl, 49, 1, 0.69, 104
main-fd-grounding+madagascar-horizon-49, gripper, prob06.pddl, 49, 1, 0.71, 106
main-fd-grounding+madagascar-horizon-49, gripper, prob07.pddl, 49, 1, 0.75, 106
main-fd-grounding+madagascar-horizon-49, gripper, prob08.pddl, 49, 1, 0.77, 102
main-fd-grounding+madagascar-horizon-49, gripper, prob09.pddl, 49, 1, 0.83, 108
main-fd-grounding+madagascar-horizon-49, gripper, prob10.pddl, 49, 1, 0.91, 94
main-fd-grounding+madagascar-horizon-49, gripper, prob11.pddl, 49, 1, 0.86, 115
main-fd-grounding+madagascar-horizon-49, gripper, prob12.pddl, 49, 1, 0.88, 114
main-fd-grounding+madagascar-horizon-49, gripper, prob13.pddl, 49, 1, 1.15, 108
main-fd-grounding+madagascar-horizon-49, gripper, prob14.pddl, 49, 1, 1.01, 120
main-fd-grounding+madagascar-horizon-49, gripper, prob15.pddl, 49, 1, 1.06, 122
main-fd-grounding+madagascar-horizon-49, gripper, prob16.pddl, 49, 1, 3.19, 124
main-fd-grounding+madagascar-horizon-49, gripper, prob17.pddl, 49, 1, 1.2, 120
main-fd-grounding+madagascar-horizon-49, gripper, prob18.pddl, 49, 1, 2.02, 119
main-fd-grounding+madagascar-horizon-49, gripper, prob19.pddl, 49, 1, 1.38, 128
main-fd-grounding+madagascar-horizon-49, gripper, prob20.pddl, 49, 1, 1.96, 131
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-10-0.pddl, 49, 1, 0.93, 430
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-10-1.pddl, 49, 1, 1.11, 406
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-11-0.pddl, 49, 1, 0.96, 574
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-11-1.pddl, 49, 1, 0.96, 438
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-12-0.pddl, 49, 1, 1.0, 605
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-12-1.pddl, 49, 1, 0.99, 610
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-13-0.pddl, 49, 1, 1.41, 672
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-13-1.pddl, 49, 1, 1.4, 597
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-14-0.pddl, 49, 1, 3.48, 744
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-14-1.pddl, 49, 1, 1.5, 731
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-15-0.pddl, 49, 1, 1.59, 815
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-15-1.pddl, 49, 1, 1.54, 816
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-4-0.pddl, 49, 1, 0.65, 210
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-4-1.pddl, 49, 1, 0.82, 240
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-4-2.pddl, 49, 1, 0.68, 249
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-5-0.pddl, 49, 1, 0.7, 254
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-5-1.pddl, 49, 1, 0.66, 274
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-5-2.pddl, 49, 1, 0.67, 291
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-6-0.pddl, 49, 1, 0.72, 300
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-6-1.pddl, 49, 1, 0.66, 310
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-6-2.pddl, 49, 1, 2.5, 288
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-6-9.pddl, 49, 1, 0.65, 341
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-7-0.pddl, 49, 1, 0.73, 356
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-7-1.pddl, 49, 1, 0.78, 358
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-8-0.pddl, 49, 1, 0.8, 386
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-8-1.pddl, 49, 1, 0.78, 341
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-9-0.pddl, 49, 1, 1.02, 515
main-fd-grounding+madagascar-horizon-49, logistics00, probLOGISTICS-9-1.pddl, 49, 1, 2.81, 491
main-fd-grounding+madagascar-horizon-5, gripper, prob01.pddl, 5, 1, 0.63, 12
main-fd-grounding+madagascar-horizon-5, gripper, prob02.pddl, 5, 0, 0.64, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob03.pddl, 5, 0, 0.7, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob04.pddl, 5, 0, 0.63, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob05.pddl, 5, 0, 0.65, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob06.pddl, 5, 0, 0.69, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob07.pddl, 5, 0, 0.82, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob08.pddl, 5, 0, 0.73, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob09.pddl, 5, 0, 0.73, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob10.pddl, 5, 0, 0.76, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob11.pddl, 5, 0, 0.8, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob12.pddl, 5, 0, 0.87, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob13.pddl, 5, 0, 0.82, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob14.pddl, 5, 0, 0.86, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob15.pddl, 5, 0, 1.13, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob16.pddl, 5, 0, 0.92, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob17.pddl, 5, 0, 0.93, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob18.pddl, 5, 0, 0.97, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob19.pddl, 5, 0, 1.02, NA
main-fd-grounding+madagascar-horizon-5, gripper, prob20.pddl, 5, 0, 0.98, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-10-0.pddl, 5, 0, 0.84, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-10-1.pddl, 5, 0, 0.83, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-11-0.pddl, 5, 0, 0.85, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-11-1.pddl, 5, 0, 0.84, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-12-0.pddl, 5, 0, 0.88, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-12-1.pddl, 5, 0, 1.04, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-13-0.pddl, 5, 0, 1.22, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-13-1.pddl, 5, 0, 1.46, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-14-0.pddl, 5, 0, 1.32, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-14-1.pddl, 5, 0, 2.99, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-15-0.pddl, 5, 0, 1.37, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-15-1.pddl, 5, 0, 1.42, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-4-0.pddl, 5, 0, 0.65, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-4-1.pddl, 5, 0, 0.74, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-4-2.pddl, 5, 0, 0.64, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-5-0.pddl, 5, 0, 0.6, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-5-1.pddl, 5, 0, 2.13, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-5-2.pddl, 5, 1, 0.65, 27
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-6-0.pddl, 5, 0, 0.61, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-6-1.pddl, 5, 0, 0.62, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-6-2.pddl, 5, 0, 0.7, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-6-9.pddl, 5, 0, 0.68, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-7-0.pddl, 5, 0, 0.77, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-7-1.pddl, 5, 0, 0.68, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-8-0.pddl, 5, 0, 0.7, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-8-1.pddl, 5, 0, 0.72, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-9-0.pddl, 5, 0, 1.68, NA
main-fd-grounding+madagascar-horizon-5, logistics00, probLOGISTICS-9-1.pddl, 5, 0, 0.73, NA
main-fd-grounding+madagascar-horizon-50, gripper, prob01.pddl, 50, 1, 0.75, 104
main-fd-grounding+madagascar-horizon-50, gripper, prob02.pddl, 50, 1, 0.78, 85
main-fd-grounding+madagascar-horizon-50, gripper, prob03.pddl, 50, 1, 0.66, 104
main-fd-grounding+madagascar-horizon-50, gripper, prob04.pddl, 50, 1, 0.72, 106
main-fd-grounding+madagascar-horizon-50, gripper, prob05.pddl, 50, 1, 0.69, 106
main-fd-grounding+madagascar-horizon-50, gripper, prob06.pddl, 50, 1, 2.52, 102
main-fd-grounding+madagascar-horizon-50, gripper, prob07.pddl, 50, 1, 0.77, 108
main-fd-grounding+madagascar-horizon-50, gripper, prob08.pddl, 50, 1, 0.76, 110
main-fd-grounding+madagascar-horizon-50, gripper, prob09.pddl, 50, 1, 0.81, 116
main-fd-grounding+madagascar-horizon-50, gripper, prob10.pddl, 50, 1, 0.82, 114
main-fd-grounding+madagascar-horizon-50, gripper, prob11.pddl, 50, 1, 0.92, 133
main-fd-grounding+madagascar-horizon-50, gripper, prob12.pddl, 50, 1, 0.91, 116
main-fd-grounding+madagascar-horizon-50, gripper, prob13.pddl, 50, 1, 2.22, 120
main-fd-grounding+madagascar-horizon-50, gripper, prob14.pddl, 50, 1, 0.95, 120
main-fd-grounding+madagascar-horizon-50, gripper, prob15.pddl, 50, 1, 1.02, 120
main-fd-grounding+madagascar-horizon-50, gripper, prob16.pddl, 50, 1, 1.06, 124
main-fd-grounding+madagascar-horizon-50, gripper, prob17.pddl, 50, 1, 1.12, 124
main-fd-grounding+madagascar-horizon-50, gripper, prob18.pddl, 50, 1, 1.12, 126
main-fd-grounding+madagascar-horizon-50, gripper, prob19.pddl, 50, 1, 1.24, 128
main-fd-grounding+madagascar-horizon-50, gripper, prob20.pddl, 50, 1, 2.35, 134
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-10-0.pddl, 50, 1, 0.92, 425
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-10-1.pddl, 50, 1, 0.92, 412
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-11-0.pddl, 50, 1, 0.96, 589
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-11-1.pddl, 50, 1, 0.96, 443
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-12-0.pddl, 50, 1, 1.01, 619
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-12-1.pddl, 50, 1, 1.01, 622
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-13-0.pddl, 50, 1, 1.49, 676
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-13-1.pddl, 50, 1, 1.51, 606
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-14-0.pddl, 50, 1, 1.53, 773
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-14-1.pddl, 50, 1, 1.51, 719
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-15-0.pddl, 50, 1, 1.6, 832
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-15-1.pddl, 50, 1, 1.55, 822
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-4-0.pddl, 50, 1, 0.65, 210
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-4-1.pddl, 50, 1, 0.62, 243
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-4-2.pddl, 50, 1, 0.65, 254
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-5-0.pddl, 50, 1, 0.63, 256
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-5-1.pddl, 50, 1, 0.66, 274
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-5-2.pddl, 50, 1, 0.72, 297
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-6-0.pddl, 50, 1, 0.66, 305
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-6-1.pddl, 50, 1, 0.68, 323
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-6-2.pddl, 50, 1, 0.74, 294
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-6-9.pddl, 50, 1, 0.68, 346
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-7-0.pddl, 50, 1, 0.79, 359
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-7-1.pddl, 50, 1, 0.76, 361
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-8-0.pddl, 50, 1, 0.87, 392
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-8-1.pddl, 50, 1, 0.79, 349
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-9-0.pddl, 50, 1, 2.65, 517
main-fd-grounding+madagascar-horizon-50, logistics00, probLOGISTICS-9-1.pddl, 50, 1, 0.81, 511
main-fd-grounding+madagascar-horizon-51, gripper, prob01.pddl, 51, 1, 0.72, 104
main-fd-grounding+madagascar-horizon-51, gripper, prob02.pddl, 51, 1, 0.61, 85
main-fd-grounding+madagascar-horizon-51, gripper, prob03.pddl, 51, 1, 0.71, 108
main-fd-grounding+madagascar-horizon-51, gripper, prob04.pddl, 51, 1, 0.72, 106
main-fd-grounding+madagascar-horizon-51, gripper, prob05.pddl, 51, 1, 0.71, 108
main-fd-grounding+madagascar-horizon-51, gripper, prob06.pddl, 51, 1, 0.71, 110
main-fd-grounding+madagascar-horizon-51, gripper, prob07.pddl, 51, 1, 0.77, 110
main-fd-grounding+madagascar-horizon-51, gripper, prob08.pddl, 51, 1, 0.78, 106
main-fd-grounding+madagascar-horizon-51, gripper, prob09.pddl, 51, 1, 0.79, 112
main-fd-grounding+madagascar-horizon-51, gripper, prob10.pddl, 51, 1, 0.87, 94
main-fd-grounding+madagascar-horizon-51, gripper, prob11.pddl, 51, 1, 0.83, 129
main-fd-grounding+madagascar-horizon-51, gripper, prob12.pddl, 51, 1, 0.88, 104
main-fd-grounding+madagascar-horizon-51, gripper, prob13.pddl, 51, 1, 0.9, 110
main-fd-grounding+madagascar-horizon-51, gripper, prob14.pddl, 51, 1, 1.01, 118
main-fd-grounding+madagascar-horizon-51, gripper, prob15.pddl, 51, 1, 1.02, 126
main-fd-grounding+madagascar-horizon-51, gripper, prob16.pddl, 51, 1, 1.11, 120
main-fd-grounding+madagascar-horizon-51, gripper, prob17.pddl, 51, 1, 1.12, 128
main-fd-grounding+madagascar-horizon-51, gripper, prob18.pddl, 51, 1, 1.15, 130
main-fd-grounding+madagascar-horizon-51, gripper, prob19.pddl, 51, 1, 1.25, 132
main-fd-grounding+madagascar-horizon-51, gripper, prob20.pddl, 51, 1, 1.36, 136
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-10-0.pddl, 51, 1, 0.92, 434
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-10-1.pddl, 51, 1, 0.94, 422
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-11-0.pddl, 51, 1, 0.97, 598
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-11-1.pddl, 51, 1, 0.95, 455
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-12-0.pddl, 51, 1, 1.02, 633
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-12-1.pddl, 51, 1, 1.07, 634
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-13-0.pddl, 51, 1, 1.44, 698
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-13-1.pddl, 51, 1, 1.41, 621
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-14-0.pddl, 51, 1, 1.49, 790
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-14-1.pddl, 51, 1, 1.54, 764
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-15-0.pddl, 51, 1, 1.65, 850
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-15-1.pddl, 51, 1, 1.61, 850
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-4-0.pddl, 51, 1, 0.62, 218
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-4-1.pddl, 51, 1, 0.66, 251
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-4-2.pddl, 51, 1, 0.63, 258
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-5-0.pddl, 51, 1, 0.66, 264
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-5-1.pddl, 51, 1, 0.66, 284
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-5-2.pddl, 51, 1, 0.69, 303
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-6-0.pddl, 51, 1, 0.77, 313
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-6-1.pddl, 51, 1, 0.68, 322
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-6-2.pddl, 51, 1, 0.7, 300
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-6-9.pddl, 51, 1, 2.83, 355
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-7-0.pddl, 51, 1, 1.65, 370
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-7-1.pddl, 51, 1, 0.75, 372
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-8-0.pddl, 51, 1, 0.77, 400
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-8-1.pddl, 51, 1, 0.95, 358
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-9-0.pddl, 51, 1, 0.78, 529
main-fd-grounding+madagascar-horizon-51, logistics00, probLOGISTICS-9-1.pddl, 51, 1, 0.8, 516
main-fd-grounding+madagascar-horizon-52, gripper, prob01.pddl, 52, 1, 0.6, 108
main-fd-grounding+madagascar-horizon-52, gripper, prob02.pddl, 52, 1, 0.65, 88
main-fd-grounding+madagascar-horizon-52, gripper, prob03.pddl, 52, 1, 0.65, 108
main-fd-grounding+madagascar-horizon-52, gripper, prob04.pddl, 52, 1, 0.67, 110
main-fd-grounding+madagascar-horizon-52, gripper, prob05.pddl, 52, 1, 0.74, 108
main-fd-grounding+madagascar-horizon-52, gripper, prob06.pddl, 52, 1, 0.78, 106
main-fd-grounding+madagascar-horizon-52, gripper, prob07.pddl, 52, 1, 0.72, 112
main-fd-grounding+madagascar-horizon-52, gripper, prob08.pddl, 52, 1, 0.76, 112
main-fd-grounding+madagascar-horizon-52, gripper, prob09.pddl, 52, 1, 0.87, 120
main-fd-grounding+madagascar-horizon-52, gripper, prob10.pddl, 52, 1, 2.86, 118
main-fd-grounding+madagascar-horizon-52, gripper, prob11.pddl, 52, 1, 0.9, 127
main-fd-grounding+madagascar-horizon-52, gripper, prob12.pddl, 52, 1, 0.9, 124
main-fd-grounding+madagascar-horizon-52, gripper, prob13.pddl, 52, 1, 0.95, 122
main-fd-grounding+madagascar-horizon-52, gripper, prob14.pddl, 52, 1, 1.0, 124
main-fd-grounding+madagascar-horizon-52, gripper, prob15.pddl, 52, 1, 1.01, 128
main-fd-grounding+madagascar-horizon-52, gripper, prob16.pddl, 52, 1, 1.06, 122
main-fd-grounding+madagascar-horizon-52, gripper, prob17.pddl, 52, 1, 1.76, 127
main-fd-grounding+madagascar-horizon-52, gripper, prob18.pddl, 52, 1, 1.19, 124
main-fd-grounding+madagascar-horizon-52, gripper, prob19.pddl, 52, 1, 1.27, 134
main-fd-grounding+madagascar-horizon-52, gripper, prob20.pddl, 52, 1, 1.24, 134
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-10-0.pddl, 52, 1, 0.96, 443
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-10-1.pddl, 52, 1, 0.94, 428
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-11-0.pddl, 52, 1, 1.0, 614
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-11-1.pddl, 52, 1, 0.99, 463
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-12-0.pddl, 52, 1, 3.44, 647
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-12-1.pddl, 52, 1, 1.02, 655
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-13-0.pddl, 52, 1, 1.98, 713
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-13-1.pddl, 52, 1, 1.48, 617
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-14-0.pddl, 52, 1, 1.59, 825
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-14-1.pddl, 52, 1, 1.59, 779
main-fd-grounding+madagascar-horizon-52, logistics00, probLOGISTICS-15-0.pddl, 52, 1, 3.7, 874
